sequenceID	species	genotype	subtype
LC208658	SRLV	BC	B1
LC208659	SRLV	BC	B1
LC208660	SRLV	BC	B1
LC208661	SRLV	BC	B1
LR723087	SRLV	BC	B1
LR723090	SRLV	BC	B1
LR723091	SRLV	BC	B1
LR723092	SRLV	BC	B1
LR723093	SRLV	BC	B1
LR723094	SRLV	BC	-
LR723095	SRLV	BC	B1
LR723096	SRLV	BC	B1
LR723097	SRLV	BC	B1
LR723098	SRLV	BC	B1
LR723321	SRLV	BC	B1
LR723322	SRLV	BC	B1
LR723323	SRLV	BC	B1
LR723540	SRLV	BC	B1
LR723541	SRLV	BC	B1
LR723542	SRLV	BC	B1
LR723543	SRLV	BC	B1
LR723544	SRLV	BC	B1
LR723545	SRLV	BC	B1
LR723546	SRLV	BC	B1
LR723547	SRLV	BC	B1
LR723548	SRLV	BC	B1
LR723549	SRLV	BC	B1
LR723556	SRLV	BC	B1
LR723557	SRLV	A	-
LR723558	SRLV	BC	B1
LR723559	SRLV	BC	B1
LR723560	SRLV	BC	B1
LR723561	SRLV	BC	B1
LR723562	SRLV	BC	B1
LR723563	SRLV	BC	B1
LR723564	SRLV	BC	B1
LR723565	SRLV	BC	B1
LR723566	SRLV	BC	B1
LR723567	SRLV	BC	B1
LR723568	SRLV	BC	B1
LR723569	SRLV	BC	B1
LR723570	SRLV	BC	B1
LR723571	SRLV	BC	B1
LR723572	SRLV	BC	B1
LR723573	SRLV	BC	B1
LR723574	SRLV	BC	B1
LR723575	SRLV	BC	B1
LR723576	SRLV	BC	B1
LR723577	SRLV	BC	B1
LR723578	SRLV	BC	B1
LR723579	SRLV	A	-
LR723580	SRLV	BC	B1
LR723581	SRLV	BC	B1
LR723582	SRLV	A	-
LR723583	SRLV	BC	B1
LR723584	SRLV	BC	B3
LR732016	SRLV	BC	B1
LR732017	SRLV	BC	B1
LR732018	SRLV	A	A3
LR732244	SRLV	BC	B1
LR732245	SRLV	BC	B3
LR732246	SRLV	BC	B1
LR732247	SRLV	BC	B3
LR732248	SRLV	BC	B1
LR732249	SRLV	BC	B3
LR732250	SRLV	BC	B3
LR732251	SRLV	BC	B2
LR732252	SRLV	BC	B2
LR732253	SRLV	BC	B1
LR732254	SRLV	BC	B2
LR732255	SRLV	BC	B2
LR732256	SRLV	BC	B1
LR732257	SRLV	A	-
LR732258	SRLV	A	-
LR732259	SRLV	BC	B1
LR732260	SRLV	BC	B1
LR732261	SRLV	BC	B1
LR732722	SRLV	BC	B1
LR732723	SRLV	BC	B1
LR732724	SRLV	BC	B1
LR732725	SRLV	BC	B1
LR732726	SRLV	A	A1
LR732727	SRLV	A	A1
LR732728	SRLV	A	A1
LR732729	SRLV	BC	B3
LR732730	SRLV	BC	B1
LR732731	SRLV	BC	B1
LR732732	SRLV	BC	-
LR732733	SRLV	BC	B1
LR732734	SRLV	BC	B3
LR732735	SRLV	A	A18
LR732736	SRLV	A	A18
LR732737	SRLV	BC	B1
LR732738	SRLV	BC	B3
LR732739	SRLV	BC	B1
LR732740	SRLV	A	A1
LR732741	SRLV	A	-
LR732742	SRLV	BC	B1
LR732743	SRLV	A	A18
LR735175	SRLV	BC	B1
LR735176	SRLV	A	A4
LR735177	SRLV	BC	B1
LR735178	SRLV	BC	-
LR735179	SRLV	BC	-
LR735180	SRLV	BC	B3
LR735181	SRLV	BC	B3
LR735182	SRLV	BC	B2
LR735183	SRLV	BC	B2
LR735184	SRLV	BC	B2
LR735185	SRLV	BC	-
LR735186	SRLV	BC	B3
LR735187	SRLV	BC	B3
LR735188	SRLV	BC	B1
LR735189	SRLV	BC	B1
LR735190	SRLV	BC	B1
LR735191	SRLV	BC	B3
LR735192	SRLV	BC	B3
LR735193	SRLV	BC	B2
LR735194	SRLV	BC	B1
LR735202	SRLV	A	-
LR735203	SRLV	A	A8
LR735204	SRLV	BC	B1
LR735205	SRLV	BC	B1
LR735206	SRLV	BC	B3
LR735207	SRLV	BC	B2
LR735208	SRLV	A	A3
LR735209	SRLV	BC	B1
LR735210	SRLV	A	A18
LR735211	SRLV	BC	B1
LR735212	SRLV	BC	B1
LR735213	SRLV	BC	B1
LR735214	SRLV	A	A18
LR735215	SRLV	A	A8
LR735216	SRLV	BC	B2
LR735217	SRLV	BC	B2
LR735218	SRLV	BC	B2
LR735229	SRLV	BC	B3
LR735230	SRLV	BC	B2
LR735231	SRLV	BC	-
LR735232	SRLV	BC	B3
LR735233	SRLV	A	-
LR735234	SRLV	BC	B1
LR735235	SRLV	BC	B1
LR735236	SRLV	BC	B3
LR735237	SRLV	A	A1
LR735238	SRLV	A	A18
LR735239	SRLV	A	A18
LR735240	SRLV	A	A18
LR735686	SRLV	BC	B1
LR735687	SRLV	BC	B1
LR735688	SRLV	BC	B1
LR735689	SRLV	BC	B1
LR735690	SRLV	BC	B1
LR735691	SRLV	BC	B3
LR735692	SRLV	BC	B3
LR735693	SRLV	BC	B3
LR735694	SRLV	BC	B1
LR735695	SRLV	A	-
LR735696	SRLV	BC	B3
LR735697	SRLV	A	-
LR735698	SRLV	BC	B1
LR735699	SRLV	BC	-
LR735700	SRLV	BC	B1
M10131	SRLV	A	A1
M14149	SRLV	-	-
M21924	SRLV	-	-
M23048	SRLV	A	A1
M25409	SRLV	A	A1
M33677	SRLV	BC	B1
M60609	SRLV	A	A1
M60855	SRLV	BC	B1
M63105	SRLV	-	-
M63106	SRLV	BC	-
MH179145	SRLV	BC	B2
MH179146	SRLV	BC	B2
MH179147	SRLV	A	A4
MH179148	SRLV	A	A4
MH179149	SRLV	A	A4
MH179150	SRLV	BC	B2
MH179151	SRLV	A	A4
MH179152	SRLV	A	A1
MH179153	SRLV	A	A4
MH179154	SRLV	A	A4
MH179155	SRLV	A	A4
MH179156	SRLV	BC	B2
MH179157	SRLV	A	A4
MH179158	SRLV	A	A4
MH179159	SRLV	A	A4
MH790874	SRLV	A	A1
MH790875	SRLV	A	-
MH790876	SRLV	A	A3
MH790877	SRLV	A	A3
MH790878	SRLV	A	A3
MH790879	SRLV	A	A3
MH790880	SRLV	A	A3
MH790881	SRLV	A	A3
MH790882	SRLV	A	A3
MH790883	SRLV	A	A3
MH790884	SRLV	A	A3
MH790885	SRLV	A	A3
MH790886	SRLV	A	-
MH790887	SRLV	A	A3
MH816978	SRLV	BC	B1
MH827518	SRLV	BC	B1
MH827519	SRLV	BC	B1
MH827520	SRLV	BC	B1
MH827521	SRLV	BC	B1
MH936675	SRLV	BC	B1
MK098477	SRLV	A	A0
MK098478	SRLV	A	A0
MK098479	SRLV	A	A0
MK098480	SRLV	A	A0
MK098481	SRLV	A	A0
MK098482	SRLV	A	A0
MK098489	SRLV	A	-
MK348245	SRLV	A	A3
MK348246	SRLV	A	A3
MK348247	SRLV	A	-
MK348248	SRLV	A	A3
MK348249	SRLV	A	A3
MK348250	SRLV	A	A3
MK348251	SRLV	A	A3
MK348252	SRLV	A	A3
MK348253	SRLV	A	A3
MK348254	SRLV	A	-
MK348255	SRLV	A	-
MK348256	SRLV	A	-
MK348257	SRLV	A	A3
MK348258	SRLV	A	A3
MK348259	SRLV	A	-
MK348260	SRLV	A	A3
MK348261	SRLV	A	A3
MK348262	SRLV	A	-
MK348263	SRLV	A	A3
MK348264	SRLV	A	A3
MK348265	SRLV	A	-
MK348266	SRLV	A	-
MK348267	SRLV	A	-
MK348268	SRLV	A	-
MK348269	SRLV	A	A3
MK348270	SRLV	A	A3
MK348271	SRLV	A	A3
MK348272	SRLV	A	A3
MK348273	SRLV	A	A3
MK348274	SRLV	A	A3
MK348275	SRLV	A	A3
MK348276	SRLV	A	A3
MK348277	SRLV	A	A3
MK348278	SRLV	A	A3
MK348279	SRLV	A	A3
MK348280	SRLV	A	A3
MK348281	SRLV	A	A3
MK348282	SRLV	A	A3
MK348283	SRLV	A	A3
MK348284	SRLV	A	A3
MK348285	SRLV	A	A3
MK348286	SRLV	A	A3
MK348287	SRLV	A	A3
MK348288	SRLV	A	A3
MK348289	SRLV	A	-
MK348290	SRLV	A	-
MK348291	SRLV	A	-
MK348292	SRLV	A	-
MK348293	SRLV	A	-
MK348294	SRLV	A	A3
MK348295	SRLV	A	A3
MK348296	SRLV	A	-
MK348297	SRLV	A	-
MK348298	SRLV	A	-
MK348299	SRLV	A	-
MK348300	SRLV	A	-
MK348301	SRLV	A	A3
MK348302	SRLV	A	-
MK348303	SRLV	A	-
MK348304	SRLV	A	-
MK348305	SRLV	A	-
MK348306	SRLV	A	-
MK348307	SRLV	A	-
MK348308	SRLV	A	-
MK348309	SRLV	A	-
MK348310	SRLV	A	-
MK348311	SRLV	A	-
MK348312	SRLV	A	-
MK348313	SRLV	A	-
MK348314	SRLV	A	-
MK348315	SRLV	A	A3
MK348316	SRLV	A	-
MK348317	SRLV	A	-
MK348318	SRLV	A	-
MK348319	SRLV	A	-
MK348320	SRLV	A	-
MK348321	SRLV	A	-
MK348322	SRLV	A	A3
MK348323	SRLV	A	A3
MK348324	SRLV	A	-
MK348325	SRLV	A	A3
MK348326	SRLV	A	A3
MK348327	SRLV	A	A3
MK348328	SRLV	A	A3
MK348329	SRLV	A	A3
MK348330	SRLV	A	A3
MK348331	SRLV	A	A3
MK348332	SRLV	A	A3
MK348333	SRLV	A	A3
MK348334	SRLV	A	A3
MK348335	SRLV	A	A3
MK348336	SRLV	A	A3
MK348337	SRLV	A	A3
MK348338	SRLV	A	A3
MK348339	SRLV	A	A3
MK348340	SRLV	A	A3
MK348341	SRLV	A	A3
MK348342	SRLV	A	A3
MK348343	SRLV	A	A3
MK348344	SRLV	A	A3
MK348345	SRLV	A	A3
MK348346	SRLV	A	A3
MK348347	SRLV	A	A3
MK348348	SRLV	A	A3
MK348349	SRLV	A	A3
MK348350	SRLV	A	A3
MK348351	SRLV	A	A3
MK348352	SRLV	A	A3
MK348353	SRLV	A	A3
MK348354	SRLV	A	A3
MK348355	SRLV	A	A3
MK348356	SRLV	A	A3
MK348357	SRLV	A	A3
MK348358	SRLV	A	A3
MK348359	SRLV	A	A3
MK348360	SRLV	A	A3
MK348361	SRLV	A	A3
MK348362	SRLV	A	A3
MK348363	SRLV	A	A3
MK348364	SRLV	A	A3
MK348365	SRLV	A	A3
MK348366	SRLV	A	A3
MK348367	SRLV	A	A3
MK348368	SRLV	A	A3
MK348369	SRLV	A	A3
MK348370	SRLV	A	A3
MK348371	SRLV	A	A3
MK348372	SRLV	A	A3
MK348373	SRLV	A	A3
MK348374	SRLV	A	A3
MK348375	SRLV	A	A3
MK348376	SRLV	A	A3
MK348377	SRLV	A	A3
MK348378	SRLV	A	A3
MK348379	SRLV	A	A3
MK348380	SRLV	A	A3
MK348381	SRLV	A	A3
MK348382	SRLV	A	A3
MK348383	SRLV	A	A3
MK348384	SRLV	A	A3
MK348385	SRLV	A	A3
MK348386	SRLV	A	A3
MK348387	SRLV	A	A3
MK348388	SRLV	A	A3
MK348389	SRLV	A	A3
MK348390	SRLV	A	A3
MK348391	SRLV	A	A3
MK348392	SRLV	A	A3
MK348393	SRLV	A	A3
MK348394	SRLV	A	A3
MK348395	SRLV	A	A3
MK348396	SRLV	A	A3
MK348397	SRLV	A	A3
MK348398	SRLV	A	A3
MK348399	SRLV	A	A3
MK348400	SRLV	A	A3
MK348401	SRLV	A	A3
MK348402	SRLV	A	A3
MK348403	SRLV	A	A3
MK348404	SRLV	A	A3
MK348405	SRLV	A	A3
MK348406	SRLV	A	A3
MK348407	SRLV	A	A3
MK348408	SRLV	A	A3
MK348409	SRLV	A	A3
MK348410	SRLV	A	A3
MK348411	SRLV	A	A3
MK348412	SRLV	A	A3
MK348413	SRLV	A	A3
MK348414	SRLV	A	A3
MK348415	SRLV	A	A3
MK348416	SRLV	A	A3
MK348417	SRLV	A	A3
MK348418	SRLV	A	A3
MK348419	SRLV	A	A3
MK348420	SRLV	A	A3
MK348421	SRLV	A	A3
MK348422	SRLV	A	A3
MK348423	SRLV	A	A3
MK348424	SRLV	A	A3
MK348425	SRLV	A	A3
MK348426	SRLV	A	A3
MK348427	SRLV	A	A3
MK348428	SRLV	A	A3
MK348429	SRLV	A	A3
MK503987	SRLV	A	A0
MK573535	SRLV	A	A0
MN186565	SRLV	A	A3
MN233104	SRLV	A	-
MN233105	SRLV	A	-
MN233106	SRLV	A	A1
MN233107	SRLV	A	-
MN233108	SRLV	A	A1
MN233109	SRLV	A	A1
MN233110	SRLV	A	A1
MN233111	SRLV	A	A1
MN233112	SRLV	A	A1
MN233113	SRLV	A	A1
MN233114	SRLV	A	-
MN233115	SRLV	A	-
MN233116	SRLV	A	A1
MN233117	SRLV	A	-
MN233118	SRLV	A	-
MN233119	SRLV	A	-
MN233120	SRLV	A	-
MN233121	SRLV	A	A0
MN233122	SRLV	A	A1
MN233123	SRLV	A	-
MN233124	SRLV	A	-
MN233125	SRLV	A	-
MN233126	SRLV	A	A0
MN233127	SRLV	A	A3
MN233128	SRLV	A	A0
MN233129	SRLV	A	-
MN233130	SRLV	A	A3
MN233131	SRLV	A	-
MN233132	SRLV	A	-
MN233133	SRLV	A	-
MN233134	SRLV	A	-
MN233135	SRLV	A	A4
MN233136	SRLV	A	-
MN233137	SRLV	A	A0
MN233138	SRLV	A	A0
MN233139	SRLV	A	-
MN233140	SRLV	A	A0
MN233141	SRLV	A	A3
MN233142	SRLV	A	-
MN233143	SRLV	A	-
MN233144	SRLV	A	A1
MN233145	SRLV	A	A4
MN233146	SRLV	A	A3
MN233147	SRLV	A	A1
MN233148	SRLV	A	A4
MN233149	SRLV	A	A3
MN233150	SRLV	A	A3
MN233151	SRLV	A	-
MN646784	SRLV	A	A1
MN646785	SRLV	A	A1
MN646786	SRLV	A	A1
MN646787	SRLV	A	A1
MN646788	SRLV	A	A1
MN646789	SRLV	A	A1
MN784744	SRLV	A	A1
MN784745	SRLV	BC	B1
MN784746	SRLV	A	A1
MN784747	SRLV	BC	B1
MN784748	SRLV	A	-
MN784749	SRLV	BC	B1
MN784750	SRLV	A	-
MN784751	SRLV	A	-
MN784752	SRLV	A	A1
MN784753	SRLV	BC	B1
MN784754	SRLV	A	-
MN784755	SRLV	A	A1
MN784756	SRLV	A	A1
MN784757	SRLV	A	-
MN784758	SRLV	A	-
MN784759	SRLV	BC	B1
MN784760	SRLV	A	-
MN784761	SRLV	BC	B1
MN784762	SRLV	BC	B1
MN784763	SRLV	BC	B1
MN784764	SRLV	A	-
MN784765	SRLV	BC	B1
MN784766	SRLV	A	-
MN784767	SRLV	A	-
MN784768	SRLV	BC	B1
MN784769	SRLV	A	A1
MN784770	SRLV	BC	B1
MN784771	SRLV	A	-
MN784772	SRLV	A	-
MN784773	SRLV	A	A1
MN784774	SRLV	A	-
MN784775	SRLV	A	A1
MN784776	SRLV	A	A1
MN784777	SRLV	A	A1
MN784778	SRLV	A	A1
MN784779	SRLV	A	A1
MN784780	SRLV	A	-
MN784781	SRLV	BC	B1
MN784782	SRLV	A	A1
MN784783	SRLV	BC	B1
MN784784	SRLV	A	A1
MN879317	SRLV	BC	B1
MN879318	SRLV	BC	B1
MP829719	SRLV	A	A1
MP829721	SRLV	A	A1
MP829730	SRLV	A	A1
MP829748	SRLV	A	A1
MP829749	SRLV	A	A1
MP829758	SRLV	-	-
MT360654	SRLV	A	-
MT360655	SRLV	A	-
MT360656	SRLV	A	-
MT360657	SRLV	A	-
MT360658	SRLV	A	-
MT360659	SRLV	A	-
MT360660	SRLV	A	-
MT360661	SRLV	A	A1
MT360662	SRLV	A	-
MT360672	SRLV	A	A3
MT360673	SRLV	A	A3
MT360674	SRLV	A	-
MT360675	SRLV	A	A3
MT360676	SRLV	A	A3
MT360677	SRLV	A	A3
MT360678	SRLV	A	A3
MT559603	SRLV	A	A0
MT559604	SRLV	A	A0
MT559605	SRLV	A	A0
MT559606	SRLV	A	A0
MT559607	SRLV	A	A0
MT559608	SRLV	A	A0
MT702763	SRLV	A	A3
MT702764	SRLV	A	A3
MT702765	SRLV	A	A3
MT702766	SRLV	A	A3
MT702767	SRLV	A	A3
MT702768	SRLV	A	A3
MT702769	SRLV	A	A3
MT702770	SRLV	A	A3
MT702771	SRLV	A	A3
MT702772	SRLV	A	A3
MT702773	SRLV	A	A3
MT702774	SRLV	A	A3
MT702775	SRLV	A	A3
MT702776	SRLV	A	A3
MT702777	SRLV	A	A3
MT702778	SRLV	A	A3
MT702779	SRLV	A	A3
MT702780	SRLV	A	A3
MT702781	SRLV	A	A3
MT702782	SRLV	A	A3
MT702783	SRLV	A	A1
MT702784	SRLV	A	A1
MT702785	SRLV	A	A1
MT702786	SRLV	A	A1
MT702787	SRLV	A	A1
MT702788	SRLV	A	A1
MT702789	SRLV	A	A1
MW199996	SRLV	BC	B1
MW199997	SRLV	BC	B1
MW199998	SRLV	BC	B1
MW199999	SRLV	BC	B1
MW200000	SRLV	BC	B1
MW200001	SRLV	A	A1
MW200002	SRLV	A	A1
MW200003	SRLV	A	A1
MW200004	SRLV	A	A1
MW200005	SRLV	A	A1
MW483686	SRLV	BC	B1
MW483687	SRLV	BC	B1
MW483688	SRLV	BC	B1
MW483689	SRLV	BC	B1
MW483690	SRLV	BC	B1
MW483691	SRLV	BC	B1
MW711326	SRLV	BC	B1
MW711327	SRLV	BC	B1
MW711328	SRLV	BC	B1
MW711329	SRLV	BC	B1
MZ313871	SRLV	A	A3
MZ313872	SRLV	A	A3
MZ351192	SRLV	BC	B1
MZ351193	SRLV	BC	B1
MZ367346	SRLV	BC	B1
MZ367347	SRLV	BC	B1
MZ367348	SRLV	BC	B1
MZ367349	SRLV	BC	B1
MZ367350	SRLV	BC	B1
MZ367351	SRLV	BC	B1
MZ367352	SRLV	BC	B1
MZ367353	SRLV	BC	B1
MZ367354	SRLV	BC	B1
MZ367355	SRLV	BC	B1
MZ367356	SRLV	BC	B1
MZ367357	SRLV	A	-
MZ367358	SRLV	BC	B1
MZ367359	SRLV	BC	B1
MZ367360	SRLV	A	A1
MZ367361	SRLV	BC	B1
MZ484405	SRLV	A	-
NC_001511	SRLV	A	A1
OK149652	SRLV	A	A3
OK149653	SRLV	A	A3
OK149654	SRLV	A	A3
OK149655	SRLV	A	A3
OK149656	SRLV	A	-
OK149657	SRLV	A	-
OK149658	SRLV	A	-
OK149659	SRLV	A	-
OK149660	SRLV	A	-
OK149661	SRLV	A	-
OK149662	SRLV	A	-
OK149663	SRLV	A	-
OK149664	SRLV	A	-
OK149665	SRLV	A	-
OK325451	SRLV	A	-
OK325452	SRLV	A	-
OK325453	SRLV	A	-
OK325454	SRLV	A	-
OK325455	SRLV	BC	B2
OK325456	SRLV	A	-
OK325457	SRLV	BC	B3
OK325458	SRLV	BC	B1
OK325459	SRLV	BC	B3
OK325460	SRLV	BC	B3
OK325461	SRLV	BC	B3
OK325462	SRLV	BC	B3
OK325463	SRLV	BC	B3
OK325464	SRLV	BC	B3
OK325465	SRLV	BC	-
OK325466	SRLV	BC	-
OK325467	SRLV	BC	-
OK325468	SRLV	BC	B3
OK325469	SRLV	A	-
OK325470	SRLV	A	-
OK325471	SRLV	A	-
OK325472	SRLV	A	-
OK325473	SRLV	A	-
OK325474	SRLV	A	-
OK325475	SRLV	A	-
OK325476	SRLV	A	-
OK325477	SRLV	A	-
OK325478	SRLV	BC	B3
OK325479	SRLV	BC	B3
OK325480	SRLV	BC	-
OK325481	SRLV	A	-
OK325482	SRLV	BC	B2
OK325483	SRLV	BC	B2
OK325484	SRLV	BC	B2
OK325485	SRLV	BC	B2
OK325486	SRLV	BC	B3
OK325487	SRLV	BC	B2
OK325488	SRLV	A	A18
OK325489	SRLV	A	A18
OK325490	SRLV	A	A18
OK325491	SRLV	BC	-
OK325492	SRLV	A	A18
OK325493	SRLV	A	A18
OK325494	SRLV	A	A18
OK325495	SRLV	A	A18
OK325496	SRLV	BC	B2
OK325497	SRLV	A	A18
OK325498	SRLV	A	A18
OK325499	SRLV	BC	B3
OK325500	SRLV	BC	B2
OK325501	SRLV	A	-
OK325502	SRLV	A	A18
OK325503	SRLV	BC	B2
OK325504	SRLV	BC	B2
OK325505	SRLV	BC	B2
OK325506	SRLV	BC	B2
OK325507	SRLV	BC	B2
OK325508	SRLV	BC	B2
OK325509	SRLV	BC	B2
OK325510	SRLV	BC	B2
OK325511	SRLV	BC	B2
OK325512	SRLV	BC	B2
OK325513	SRLV	BC	B2
OK325514	SRLV	BC	B2
OK325515	SRLV	BC	B2
OK325516	SRLV	BC	B2
OK325517	SRLV	BC	B2
OK325518	SRLV	BC	B2
OK325519	SRLV	BC	B2
OK325520	SRLV	BC	B2
OK325521	SRLV	BC	B2
OK325522	SRLV	BC	B2
OK325523	SRLV	BC	B2
OK325524	SRLV	BC	B2
OK325525	SRLV	BC	B2
OK325526	SRLV	BC	B2
OK325527	SRLV	BC	B2
OK325528	SRLV	BC	B2
OK325529	SRLV	BC	B2
OK325530	SRLV	BC	B2
OK325531	SRLV	BC	B2
OK325532	SRLV	BC	B2
OK325533	SRLV	BC	B2
OK325534	SRLV	BC	B2
OK325535	SRLV	BC	B2
OK325536	SRLV	BC	B2
OK325537	SRLV	BC	B2
OK325538	SRLV	BC	B2
OK325539	SRLV	BC	B2
OK325540	SRLV	BC	B2
OK325541	SRLV	BC	B2
OK325542	SRLV	BC	B2
OK325543	SRLV	BC	B2
OK325544	SRLV	BC	B2
OK325545	SRLV	BC	B2
OK325546	SRLV	BC	B2
OK325547	SRLV	BC	B2
OK325548	SRLV	BC	B2
OK325549	SRLV	BC	B2
OK325550	SRLV	BC	B2
OK325551	SRLV	BC	B2
OK325552	SRLV	BC	B1
OK325553	SRLV	BC	B1
OK325554	SRLV	BC	B3
OK325555	SRLV	BC	B3
OK325556	SRLV	A	A18
OK325557	SRLV	BC	-
OK325558	SRLV	BC	B3
OK325559	SRLV	BC	B3
OK325560	SRLV	BC	B3
OK325561	SRLV	BC	B3
OK325562	SRLV	BC	-
OK325563	SRLV	BC	B3
OK325564	SRLV	BC	B3
OK325565	SRLV	BC	B3
OK325566	SRLV	BC	B3
OK325567	SRLV	BC	B3
OK325568	SRLV	BC	B3
OK325569	SRLV	BC	-
OK325570	SRLV	BC	-
OK325571	SRLV	BC	B3
OK325572	SRLV	BC	B3
OK325573	SRLV	BC	B3
OK325574	SRLV	BC	-
OK325575	SRLV	BC	B3
OK325576	SRLV	BC	B3
OK325577	SRLV	BC	B3
OK325578	SRLV	BC	B3
OK325579	SRLV	BC	-
OK325580	SRLV	BC	B3
OK325581	SRLV	BC	B3
OK325582	SRLV	BC	B3
OK325583	SRLV	BC	B3
OL348001	SRLV	BC	-
OL348002	SRLV	BC	B2
OL348003	SRLV	BC	B2
OL348004	SRLV	BC	B2
OL348005	SRLV	BC	B2
OL348006	SRLV	BC	B2
OL348007	SRLV	BC	-
OL348008	SRLV	BC	-
OL348009	SRLV	BC	-
OL348010	SRLV	BC	-
OL348011	SRLV	BC	-
OL348012	SRLV	BC	-
OL348013	SRLV	BC	-
OL348014	SRLV	BC	-
OL348015	SRLV	BC	-
OL348016	SRLV	A	A3
OL348017	SRLV	A	A3
OL348018	SRLV	A	A3
OL348019	SRLV	A	A3
OL348020	SRLV	A	A3
OL348021	SRLV	A	A3
OL348023	SRLV	A	A3
OL348024	SRLV	A	A3
OL348025	SRLV	A	A3
OL348026	SRLV	A	A3
OL348027	SRLV	A	A3
OL348028	SRLV	A	A3
OL348029	SRLV	A	A3
OL348030	SRLV	A	A3
OL348031	SRLV	A	A3
OL348032	SRLV	A	A3
OL348033	SRLV	A	A3
OL348034	SRLV	A	A3
OL348035	SRLV	A	A3
OL348036	SRLV	A	A3
OL348037	SRLV	A	A3
OL348038	SRLV	A	A3
OL348039	SRLV	A	A3
OL348041	SRLV	A	A3
OL348042	SRLV	A	A3
OL348043	SRLV	A	A3
OL348044	SRLV	A	A3
OL348045	SRLV	A	A3
OL348046	SRLV	A	A3
OL348047	SRLV	A	A3
OL348048	SRLV	A	A3
OL348053	SRLV	A	A0
OL348054	SRLV	A	-
OL348055	SRLV	A	A0
OL348056	SRLV	A	A0
OL348057	SRLV	A	A0
OL348058	SRLV	A	A0
OL436259	SRLV	A	-
OL436260	SRLV	A	A3
OL436261	SRLV	A	-
OL436264	SRLV	BC	B2
OL436265	SRLV	BC	B2
OL436267	SRLV	A	-
OL436268	SRLV	A	-
OL436270	SRLV	A	-
OL436271	SRLV	A	-
OL436272	SRLV	A	A3
OL436273	SRLV	A	-
OL436274	SRLV	A	-
OL436275	SRLV	A	-
OL436276	SRLV	A	-
OL436277	SRLV	A	-
OL436278	SRLV	A	-
OL436279	SRLV	A	-
OL436280	SRLV	A	-
OL436282	SRLV	A	-
OL436284	SRLV	A	-
OL436285	SRLV	A	A3
OL436286	SRLV	A	A3
OL436287	SRLV	A	A3
OL436288	SRLV	A	A3
OL436289	SRLV	A	-
OL436290	SRLV	A	-
OL436291	SRLV	A	-
OL436292	SRLV	A	-
OL436293	SRLV	A	-
OL436294	SRLV	A	A3
OL436295	SRLV	A	A3
OL436299	SRLV	A	-
OL436301	SRLV	BC	B2
OL436302	SRLV	A	A3
OM517045	SRLV	A	-
OM517046	SRLV	A	A1
OM517047	SRLV	A	A1
OM517048	SRLV	A	-
OM517049	SRLV	A	A1
OM517050	SRLV	A	-
OM517051	SRLV	A	-
OM517052	SRLV	A	-
OM517053	SRLV	A	-
OM517054	SRLV	A	-
OM517055	SRLV	A	-
OM517056	SRLV	A	A3
OM517057	SRLV	A	A1
OM517058	SRLV	A	A1
OM517059	SRLV	A	A1
OM517060	SRLV	A	A1
OM517061	SRLV	A	A1
OM517062	SRLV	A	A1
OM517063	SRLV	A	A1
OM517064	SRLV	A	A1
OM517065	SRLV	A	A1
OM517066	SRLV	A	A1
OM517067	SRLV	A	A1
OM517068	SRLV	A	A1
OM517069	SRLV	A	A1
OM517070	SRLV	A	A1
OM517071	SRLV	A	A1
OM517072	SRLV	A	A1
OM517073	SRLV	A	A1
OM517074	SRLV	A	A1
OM517075	SRLV	A	A1
OM517076	SRLV	A	A1
OM517077	SRLV	A	A1
OM517078	SRLV	A	A1
OM517079	SRLV	A	A1
OM517080	SRLV	A	-
OM517081	SRLV	A	-
OM517082	SRLV	A	-
OM517083	SRLV	A	-
OM517084	SRLV	A	-
OM517087	SRLV	A	-
OM517088	SRLV	A	-
OM517089	SRLV	A	-
OM517090	SRLV	A	-
OM517091	SRLV	A	-
OM517093	SRLV	A	-
OM517095	SRLV	-	-
OM517096	SRLV	-	-
OM517097	SRLV	-	-
OM517098	SRLV	-	-
OM517099	SRLV	-	-
OM517100	SRLV	-	-
OM517101	SRLV	-	-
OM517102	SRLV	-	-
OM517103	SRLV	-	-
OM517104	SRLV	-	-
OM517105	SRLV	-	-
OM517106	SRLV	-	-
OM517107	SRLV	-	-
OM517108	SRLV	-	-
OM517109	SRLV	-	-
OM517110	SRLV	-	-
OM517111	SRLV	-	-
OM517112	SRLV	-	-
OM517113	SRLV	-	-
OM517114	SRLV	-	-
OM517115	SRLV	-	-
OM517116	SRLV	-	-
OM517117	SRLV	-	-
OM517118	SRLV	-	-
OM517119	SRLV	-	-
OM517120	SRLV	-	-
OM517121	SRLV	-	-
OM517122	SRLV	-	-
OM517123	SRLV	-	-
OM517124	SRLV	-	-
OM517125	SRLV	-	-
OM517126	SRLV	-	-
OM517127	SRLV	-	-
S55323	SRLV	A	A1
U35674	SRLV	BC	B2
U35675	SRLV	BC	B2
U35676	SRLV	BC	-
U35677	SRLV	BC	B2
U35678	SRLV	BC	B2
U35679	SRLV	BC	B2
U35680	SRLV	BC	B2
U35681	SRLV	BC	B2
U35795	SRLV	BC	B2
U35796	SRLV	A	-
U35798	SRLV	BC	B2
U35799	SRLV	BC	B2
U35800	SRLV	BC	B2
U35801	SRLV	BC	B2
U35804	SRLV	A	A1
U35811	SRLV	BC	B1
